id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,number_of_reviews_ltm,number_of_reviews,price,availability_365,minimum_nights,room_type,last_review,reviews_per_month,calculated_host_listings_count,,license
22790239,❤️ Tiny House in the Garden | NYC | NJC l NEW,17378729,Dorina,,Ward B (councilmember Mira Prinz-Arey),40.72674,-74.07997,50,161,93,132,1,Entire home/apt,6/12/2022,3.14,3,,
22791970,Luxury Private Jersey City One Bedroom Apartment,9419684,Churchill,,Ward E (councilmember James Solomon),40.72285,-74.03588,0,2,329,312,27,Entire home/apt,9/25/2018,0.04,36,,
22834417,Hoboken Condo,168801097,Hal,,Ward D (councilmember Michael Yun),40.74487,-74.03808,0,1,125,134,1,Entire home/apt,2/18/2018,0.02,1,,
22956815,Private room in historic Jersey City brownstone,6873090,George,,Ward E (councilmember James Solomon),40.72129,-74.04687,8,11,100,181,29,Private room,5/1/2022,0.26,1,,
23060859,Dharma | Hoboken | Peaceful 1BR + Rooftop 🏢,170988783,Dharma Novia,,Ward D (councilmember Michael Yun),40.75422,-74.03117,46,118,427,341,3,Entire home/apt,6/3/2022,2.32,5,,
23060864,Dharma | Hoboken | Stunning 1BR + City Views 🌃,170988783,Dharma Novia,,Ward D (councilmember Michael Yun),40.75522,-74.03234,27,47,416,339,3,Entire home/apt,5/6/2022,0.9,5,,
23180488,"Upscale JC 1BR. Ideal location, MIns from NYC!",163251048,Global Luxury,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,312,1,Entire home/apt,,,10,,
23183117,Modern 1BR  | Pool | Game room | Walk to NY Waterway,163251048,Global Luxury,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,312,1,Entire home/apt,,,10,,
23184387,Fully Equipped 1BR Apt + pool + gym! Centrally located.,163251048,Global Luxury,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,312,1,Entire home/apt,,,10,,
23185254,JC 1BR Apt - Ideal for business travelers ~ 24H Doorman,163251048,Global Luxury,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,312,1,Entire home/apt,,,10,,
23198899,Fully Equipped Family 2BR - Near NYC Attractions,163251048,Global Luxury,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,534,334,1,Entire home/apt,,,10,,
23199523,Furnished JC 2BR Apt at Metropolitan - Monthly Parking,163251048,Global Luxury,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,1,534,334,1,Entire home/apt,12/6/2018,0.02,10,,
23199965,Upscale JC 2BR! Pool | Game room | City Views,163251048,Global Luxury,,Ward E (councilmember James Solomon),40.72455,-74.03591,0,1,534,334,1,Entire home/apt,10/4/2019,0.03,10,,
23226578,Stylish Jersey City Apartment Close to NYC,152690688,Lycette,,Ward D (councilmember Michael Yun),40.75147,-74.04753,24,109,82,58,2,Entire home/apt,4/24/2022,2.17,1,,
23231832,Newly built 1 bedroom close to Manhattan,4438828,Richard,,Ward B (councilmember Mira Prinz-Arey),40.71464,-74.09077,2,74,85,92,29,Entire home/apt,12/13/2021,1.42,1,,
23252244,"Newly-Renovated, Modern 1BR Apt in Prime Location",57140798,Suzanne,,Ward E (councilmember James Solomon),40.72521,-74.04351,29,151,107,1,2,Entire home/apt,5/20/2022,3.22,1,,
23359316,"Comfortable, Clean Downtown Jersey City Condo",166490138,Cynthia,,Ward E (councilmember James Solomon),40.72529,-74.04983,1,9,185,90,150,Entire home/apt,6/30/2021,0.18,1,,
23378308,"160 ""2F"" Private room right by NYC & DownT JC/WIFI",6958867,Henry,,Ward D (councilmember Michael Yun),40.75067,-74.04842,3,28,48,54,29,Private room,5/15/2022,0.59,29,,
23379364,"Big Private room right by NYC, new house WIFI",1410306,Eugene,,Ward D (councilmember Michael Yun),40.74983,-74.05004,2,52,42,12,29,Private room,1/2/2022,0.99,28,,
23485307,Hotel-like Studio- loft  Private Room Wall Street,170477315,Tanya,,Ward F (councilmember Jermaine D. Robinson),40.703,-74.01019,1,121,133,160,2,Private room,9/14/2021,2.32,1,,
23558004,11 Minutes to ❤ of NYC,4364533,Grateful,,Ward D (councilmember Michael Yun),40.7709,-74.03024,19,98,96,107,7,Entire home/apt,4/29/2022,1.91,13,,
23629327,Newly renovated apartment  minutes from Manhattan,94112465,Jason,,Ward C (councilmember Richard Boggiano),40.73176,-74.05276,1,104,95,121,30,Entire home/apt,8/9/2021,2.01,1,,
23645391,Premium Spacious Studio Apart - Private Entrance,27473001,Dana,,Ward D (councilmember Michael Yun),40.76117,-74.0312,1,21,100,304,31,Entire home/apt,6/1/2022,0.46,1,,
23661336,Fantastic Apt/Parking for a fee -20min to NYC,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76665,-74.04202,16,83,125,282,2,Entire home/apt,6/5/2022,1.7,68,,
23666996,Gorgeous Entire Home 3 min to NYC Train! 1 Parking,92889711,Anita,,Ward C (councilmember Richard Boggiano),40.73263,-74.0595,18,82,228,205,3,Entire home/apt,6/12/2022,1.59,3,,
23680583,Cozy Flat & Convenience Commute to NYC,27206602,Judith,,Ward D (councilmember Michael Yun),40.76919,-74.03737,59,143,126,324,2,Entire home/apt,6/12/2022,2.83,3,,
23692933,Luxury Townhouse w Balcony in West Village / Soho,170534355,Gabriella,,Ward E (councilmember James Solomon),40.72942,-74.00426,36,141,855,185,5,Entire home/apt,5/28/2022,2.72,1,,
23752956,Big Bright room New House WiFi minutes to NY,1410306,Eugene,,Ward D (councilmember Michael Yun),40.75115,-74.05009,3,40,66,59,29,Private room,1/30/2022,0.77,28,,
23772444,Newly Renovated studio minutes away from Times Sq,178343108,Nawang,,Ward D (councilmember Michael Yun),40.76721,-74.03456,4,33,95,303,2,Entire home/apt,6/3/2022,0.65,1,,
23791896,118 Magnolia Ave 1B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73138,-74.05914,26,125,143,318,1,Hotel room,5/30/2022,2.42,18,,
23806987,Newly Renovated one bedroom apartment,73356225,Yonghe,,Ward D (councilmember Michael Yun),40.76819,-74.03474,0,53,115,317,2,Entire home/apt,2/15/2020,1.03,3,,
23809128,116 Magnolia Ave 6A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73132,-74.05905,24,107,143,358,1,Hotel room,5/27/2022,2.09,18,,
23819961,Tree Lined Block in Celebs Fave Neighborhood!,791011,Jay,,Ward E (councilmember James Solomon),40.7368,-74.00543,0,0,550,90,30,Entire home/apt,,,1,,
23831202,15Mins from Times Square+Mini Fridge+Community#M6X,178726416,1Baz,,Ward D (councilmember Michael Yun),40.77037,-74.03774,20,129,91,176,4,Private room,6/3/2022,2.51,5,,
23836134,116 Magnolia Ave 10A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73138,-74.05914,13,75,143,362,1,Hotel room,5/30/2022,1.46,18,,
23843034,116 Magnolia Ave 4A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73132,-74.05905,27,131,133,347,1,Private room,5/30/2022,2.56,18,,
23860237,118 Magnolia Ave 8B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73138,-74.05914,12,110,143,318,1,Hotel room,4/14/2022,2.14,18,,
23860596,116 Magnolia Ave 2A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73132,-74.05905,28,122,118,360,1,Hotel room,5/30/2022,2.36,18,,
23870589,Private Modern Studio/Parking (fee). - 20min NYC,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76503,-74.04336,8,59,106,347,2,Entire home/apt,5/27/2022,1.16,68,,
23872195,"Modern Apt, dwntwn JC 8mins to NYC (APT 3)",21009089,Vanessa & Gil,,Ward E (councilmember James Solomon),40.72519,-74.04518,43,207,116,195,2,Entire home/apt,6/10/2022,4.03,4,,
23876385,Dharma | Hoboken | Homey Studio + Rooftop 🏢,170988783,Dharma Novia,,Ward D (councilmember Michael Yun),40.75578,-74.03241,49,117,358,323,3,Entire home/apt,6/11/2022,2.33,5,,
23878672,Dharma | Hoboken | Convenient 2BR + Rooftop 🏢,170988783,Dharma Novia,,Ward D (councilmember Michael Yun),40.75537,-74.03116,62,137,634,343,3,Entire home/apt,6/11/2022,2.7,5,,
23878920,Dharma | Hoboken | Picturesque 2BR + NYC Views 🌃,170988783,Dharma Novia,,Ward D (councilmember Michael Yun),40.75377,-74.03223,112,243,680,346,3,Entire home/apt,6/12/2022,4.93,5,,
23882928,15Mins from Times Square+Mini Fridge+Community#SF5,178726416,1Baz,,Ward D (councilmember Michael Yun),40.76896,-74.03706,16,128,105,175,4,Private room,5/23/2022,2.49,5,,
23897095,118 Magnolia Ave 11B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73138,-74.05914,38,119,132,354,1,Private room,5/29/2022,2.34,18,,
23897286,"Kitten Bnb, modern home with kittens. Yes, kittens",17841994,Jessica,,Ward D (councilmember Michael Yun),40.74307,-74.03826,0,52,97,70,2,Private room,3/12/2020,1.06,4,,
23905194,116 Magnolia Ave 3A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73164,-74.05875,29,137,115,301,1,Hotel room,5/28/2022,2.66,18,,
23957017,116 Magnolia Ave 5A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73234,-74.05881,37,126,93,354,1,Hotel room,5/22/2022,2.51,18,,
24162894,A quiet place to live,182100608,Michelle,,Ward A (councilmember Denise Ridley),40.70019,-74.07977,0,0,150,0,30,Private room,,,1,,
24186040,116 Magnolia Ave 8A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73067,-74.05843,30,116,104,360,1,Hotel room,5/30/2022,2.28,18,,
24201916,Sunny studio in historic townhouse minutes to NYC,201851354,Eric,,Ward E (councilmember James Solomon),40.72406,-74.04455,20,84,101,191,29,Entire home/apt,4/30/2022,1.77,1,,
24205209,Beautiful Apartment Near to NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.76105,-74.02853,1,5,299,186,30,Entire home/apt,12/6/2021,0.14,9,,
24281271,2 bdrm: 4-6 min to NYC,726197,A M,,Ward D (councilmember Michael Yun),40.77004,-74.02891,0,0,140,313,90,Entire home/apt,,,1,,
24282118,One Bed Room in Financial District,155935757,Amy & Dan,,Ward F (councilmember Jermaine D. Robinson),40.70501,-74.0082,3,7,105,201,90,Entire home/apt,5/15/2022,0.17,1,,
24334825,Private studio minutes to midtown Manhattan,96216959,Je,,Ward D (councilmember Michael Yun),40.75985,-74.03245,46,111,110,93,2,Private room,6/8/2022,2.2,1,,
24350254,Designer 2 bed apt in a boutique building,123472158,Kiki,,Ward E (councilmember James Solomon),40.73371,-74.00787,1,3,260,126,30,Entire home/apt,7/3/2021,0.06,2,,
24442045,Pop Art Studio-20min to Time Square/Parking (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76543,-74.04354,16,74,112,331,2,Entire home/apt,5/31/2022,1.49,68,,
24466633,13 Mins to Midtown NYC!!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76968,-74.03571,18,116,101,108,7,Entire home/apt,5/12/2022,2.3,13,,
24535218,"Luxury Tribeca 1BR w/ Gym, Doorman + Roof deck by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.713833,-74.010242,0,1,539,348,31,Entire home/apt,5/29/2021,0.08,91,,
24537136,Jersey City NJ | Luxury 1 Bedroom Apt w/ Amenities,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,0,4,359,318,27,Entire home/apt,6/16/2019,0.11,36,,
24539308,Classic 2 Bedroom Apartment in Jersey City Newport,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,0,2,459,334,27,Entire home/apt,6/28/2018,0.04,36,,
24539844,Luxury Furnished 2 Bedroom Apartment Jersey City,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,0,1,499,329,27,Entire home/apt,1/3/2020,0.03,36,,
24540481,118 Magnolia Ave 10B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73042,-74.05853,22,132,118,360,1,Hotel room,5/29/2022,2.63,18,,
24745372,❤️ Large&Sunny Apartment Close To NYC ❤️,17378729,Dorina,,Ward B (councilmember Mira Prinz-Arey),40.72845,-74.07729,16,116,200,115,28,Entire home/apt,5/23/2022,2.34,3,,
24947984,Fabulous private room 8 min walk to light rail,22502131,Sandra,,Ward F (councilmember Jermaine D. Robinson),40.70719,-74.07693,0,1,90,0,1,Private room,5/16/2018,0.02,2,,
24960138,"Bright, Winged Tribeca Studio w/ Indoor pool, Gym by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.715793,-74.005871,0,0,390,307,31,Entire home/apt,,,91,,
24995253,Home away from home 2,184327261,Pethrena,,Ward B (councilmember Mira Prinz-Arey),40.71817,-74.07759,18,18,31,211,3,Private room,6/3/2022,2.56,1,,
25046847,15Mins from Times Square+Mini Fridge+Community#H4N,178726416,1Baz,,Ward D (councilmember Michael Yun),40.77019,-74.03814,17,89,91,175,4,Private room,6/5/2022,1.81,5,,
25054850,Spacious 4BR home 30 mins from NYC! Parking avail!,25954357,Leslie,,Ward D (councilmember Michael Yun),40.745,-74.05795,32,114,378,115,4,Entire home/apt,6/7/2022,2.31,1,,
25078750,"160 ""1F"" Bright room minutes to Hoboken/NYC/WIFI",6958867,Henry,,Ward D (councilmember Michael Yun),40.74919,-74.05024,6,47,52,68,29,Private room,2/26/2022,0.96,29,,
25122936,⭐Minutes to NYC⭐ Brownstone beauty | FREE PARKING,15266563,Tim And Stacey,,Ward C (councilmember Richard Boggiano),40.72468,-74.06631,71,194,159,209,2,Entire home/apt,6/2/2022,3.93,1,,
25225510,Jersey City Home,190595254,Allison,,Ward D (councilmember Michael Yun),40.74881,-74.04568,2,3,171,61,21,Entire home/apt,7/11/2021,0.07,1,,
25264664,"Stunning, Sunny Tribeca Loft",27953442,Holly,,Ward E (councilmember James Solomon),40.7167,-74.00226,1,3,871,35,30,Entire home/apt,7/1/2021,0.09,1,,
25319136,Elegant 2brm 2bath Loft . Terrace,4399103,James,,Ward E (councilmember James Solomon),40.72644,-74.0006,7,74,359,236,30,Entire home/apt,5/17/2022,1.53,1,,
25373709,"Deck ☀️ Minutes to NYC, Best of Jersey City",191464699,Tori,,Ward E (councilmember James Solomon),40.72056,-74.04187,2,7,170,237,28,Entire home/apt,6/6/2022,0.14,1,,
25424961,Charming Glass Room in 1b Apt in heart of SoHo,2695451,Elle,,Ward E (councilmember James Solomon),40.72467,-74.00284,2,8,100,0,1,Private room,4/10/2022,0.17,2,,
25443451,Sweet Lower Manhattan/Tribeca Loft Suite,64660747,J.,,Ward E (councilmember James Solomon),40.71745,-74.00385,7,12,218,147,21,Entire home/apt,6/2/2022,0.25,3,,
25484157,HOTEL STYLE Luxury 1BR RENTAL near NYC,4920221,UBliss,,Ward C (councilmember Richard Boggiano),40.73913,-74.06398,0,6,135,365,365,Entire home/apt,5/2/2019,0.13,9,,
25486327,"Kitten BnB, your paw-some room awaits!",17841994,Jessica,,Ward D (councilmember Michael Yun),40.7437,-74.03826,0,56,96,68,2,Private room,3/14/2020,1.18,4,,
25489369,Charming Old Greenwich Village Duplex,4129805,Evelyn,,Ward E (councilmember James Solomon),40.73088,-74.00328,0,2,380,43,3,Entire home/apt,10/25/2019,0.05,6,,
25539372,Hotel style LUXURY 1BR suite near NYC,4920221,UBliss,,Ward C (councilmember Richard Boggiano),40.73835,-74.06365,0,7,140,365,365,Entire home/apt,7/11/2019,0.15,9,,
25618630,Manhattan Doorstep Retreat,121532349,Wes,,Ward D (councilmember Michael Yun),40.76596,-74.02541,49,156,179,237,2,Entire home/apt,6/9/2022,3.66,1,,
25678522,Quiet one bedroom apartment in West Village,660723,Aryuna,,Ward E (councilmember James Solomon),40.73254,-74.00371,1,29,216,198,30,Entire home/apt,3/13/2022,0.6,1,,
25683832,"NYC 1 Stop! Luxury 2BR, Self-Check, Sanitized",112564374,Kevin,,Ward E (councilmember James Solomon),40.72395,-74.04201,23,55,190,0,2,Entire home/apt,12/29/2021,1.12,1,,
25867641,STUDIO  on John F. Kennedy Boulevard,37412692,Kim,,Ward C (councilmember Richard Boggiano),40.73327,-74.06308,0,7,189,365,365,Entire home/apt,11/29/2019,0.15,13,,
25873356,Luxury Studio near PATH Train to NEW YORK CITY,4920221,UBliss,,Ward C (councilmember Richard Boggiano),40.73361496,-74.06520363,0,3,140,365,365,Entire home/apt,10/8/2019,0.07,9,,
25873375,Hotel style LUXURY suite near New York city,4920221,UBliss,,Ward C (councilmember Richard Boggiano),40.73662,-74.06328,0,5,140,306,365,Entire home/apt,2/2/2020,0.11,9,,
25948894,11 Minutes to Times Square!!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.77235,-74.03175,29,96,94,72,7,Entire home/apt,5/28/2022,2.03,13,,
25967076,Luxury 1 bedroom apartment. 5Mins to the PATH,37412692,Kim,,Ward C (councilmember Richard Boggiano),40.73955,-74.06336,0,7,145,365,365,Entire home/apt,3/8/2020,0.15,13,,
25979705,Entire Apartment! Pre-War Elegance Soho/W. Village,8881505,Megan,,Ward E (councilmember James Solomon),40.72668,-74.00484,12,45,265,21,4,Private room,5/26/2022,0.98,1,,
26108361,"72 ""1"" Bright Room by light rail/bus to NYC/WIFI",6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71201,-74.07711,3,33,45,79,29,Private room,2/14/2022,0.68,29,,
26127300,"72 ""2"" Private room by light rail/bus to NYC/WIFI",6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71191,-74.07768,5,33,44,62,29,Private room,5/11/2022,0.68,29,,
26131989,Blissful Rd Property in Hoboken,11903601,Anthony & Claudia,,Ward E (councilmember James Solomon),40.74221,-74.02967,42,128,189,49,2,Entire home/apt,6/13/2022,2.64,1,,
26170009,"Comfortable 1 bedroom space, backyard. Sleeps 4.",169627897,Ashley,,Ward A (councilmember Denise Ridley),40.68772,-74.09812,62,183,59,88,2,Entire home/apt,6/8/2022,3.93,1,,
26199055,"72 ""3"" Huge Bright room by Iight rail/Bus/WIFI",6958867,Henry,,Ward F (councilmember Jermaine D. Robinson),40.71365,-74.07922,4,35,50,72,29,Private room,5/31/2022,0.73,29,,
26216865,Studio  ON Washington Blvd**20Mins to NYC,37412692,Kim,,Ward E (councilmember James Solomon),40.72301,-74.03633,0,3,175,365,365,Entire home/apt,9/27/2019,0.08,13,,
26231740,Private room by Light Rail stop min to NYc WIFI,1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71374,-74.07876,4,28,42,59,29,Private room,6/4/2022,0.58,28,,
26294491,Big Sunny room by light rail/Bus to NYC WIFI,1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71273,-74.07801,3,32,40,121,29,Private room,1/31/2022,0.66,28,,
26395314,"Sean's Homestead,the Green Room.",198483375,Sean,,Ward E (councilmember James Solomon),40.71553,-74.03825,41,150,61,135,1,Private room,6/12/2022,3.16,3,,
26395486,"Sean's Jersey City Homestead,the Double Room.",198483375,Sean,,Ward E (councilmember James Solomon),40.71484,-74.03743,25,134,75,104,1,Private room,5/29/2022,2.83,3,,
26415104,Private Studio Garden Apt - One stop to Manhattan,179793439,Denyse,,Ward E (councilmember James Solomon),40.71464,-74.0397,1,84,200,4,2,Entire home/apt,5/20/2022,1.76,1,,
26471782,2 BD 2 BA LUX CONDO Sleeps 8 - SmartHome+ Organic,199069859,M,,Ward C (councilmember Richard Boggiano),40.73826,-74.04959,0,53,249,0,28,Entire home/apt,9/7/2020,1.13,1,,
26503466,"Delightful Mid-Century 1BR with Deck, Quick to NYC",14105554,Shannon,,Ward E (councilmember James Solomon),40.73863,-74.03396,68,202,153,22,2,Entire home/apt,6/13/2022,4.26,1,,
26536677,Entire apartment min to NYC/King Bed/JSQ path/WIFI,6958867,Henry,,Ward C (councilmember Richard Boggiano),40.72767,-74.06657,6,49,136,73,29,Entire home/apt,2/8/2022,1.02,29,,
26561798,★MASTER Room with PRIVATE entrance!★,199724679,Talita,,Ward E (councilmember James Solomon),40.72069,-74.04578,12,72,125,122,2,Entire home/apt,6/12/2022,1.52,1,,
26603504,Cool Pop Art -20min NYC Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76615,-74.04356,15,45,119,257,2,Entire home/apt,12/30/2021,0.95,68,,
26604614,"Cozy 2 Bed Apt in the Heart of Hoboken, NYC 10 min",200022034,Nico,,Ward E (councilmember James Solomon),40.74111,-74.033,61,158,159,29,2,Entire home/apt,6/12/2022,3.44,2,,
26836919,5 Star 2FL Lux Loft in Jersey City 4 Min From NYC,201814861,Johnny,,Ward E (councilmember James Solomon),40.71526,-74.03446,0,35,501,0,1,Entire home/apt,1/26/2020,0.74,1,,
26842735,"Clean, bright Studio Sleeps 4 - West Village!",201868461,Coco,,Ward E (councilmember James Solomon),40.73395,-74.00721,35,170,323,8,2,Entire home/apt,5/22/2022,3.6,1,,
26849155,Awesome 2BR Apartment few minutes from Manhattan,12829834,Steve,,Ward D (councilmember Michael Yun),40.75472,-74.04211,41,182,173,309,2,Entire home/apt,5/30/2022,3.81,2,,
26849929,Amazing 2BR Apartment few minutes to Manhattan,12829834,Steve,,Ward D (councilmember Michael Yun),40.75464,-74.04218,33,161,162,344,2,Entire home/apt,5/30/2022,3.37,2,,
26962744,"Wood Floors, Jacuzzi, steps to Light Rail",915721,Ray,,Ward F (councilmember Jermaine D. Robinson),40.7121,-74.06966,0,2,99,348,90,Entire home/apt,10/4/2019,0.04,2,,
